startup_name,sector,city,investors,funding_stage,amount_usd,year
Credright,Consumer Internet,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed,1300000.0,2018
Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000.0,2018
Synctag,Technology,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed,307600.0,2018
Benepik,Technology,Gurgaon,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed,,2018
Finzy,Consumer Internet,Bangalore,,Seed,1300000.0,2018
Varthana,Fintech,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000.0,2018
Indigolearn,Other,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed,150000.0,2018
Vedantu,Other,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,2018
Kaleidofin,Other,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed,2800000.0,2018
Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed,1000000.0,2018
Elemential,Technology,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed,,2018
Kriger Campus,Other,Delhi,,Seed,46140.0,2018
Loanzen,Fintech,Bangalore,Kae Capital Management,Seed,,2018
Traveltriangle,Consumer Internet,Gurgaon,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000.0,2018
Letsmd,Healthcare,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed,1000000.0,2018
Ayefinance,Fintech,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000.0,2018
Mintifi,Fintech,Mumbai,Lok Capital,Seed,2000000.0,2018
Icanstay,Consumer Internet,Delhi,Mr. Manoj Prasad,Seed,500000.0,2018
Pregbuddy,Healthcare,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed,,2018
Coverfox,Consumer Internet,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000.0,2018
Lenskart,Consumer Internet,Delhi NCR,TR Capital,Private Equity,,2018
Mamaearth,Healthcare,Gurgaon,Shilpa Shetty Kundra,Private Equity,,2018
Fyle Technologies,Technology,Bangalore,Pravega Ventures and Beenext,Seed,1100000.0,2018
True Balance,Technology,Gurgaon,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000.0,2018
Visit,Healthcare,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,,2018
Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed,1900000.0,2018
Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000.0,2018
Mihuru,Fintech,Mumbai,,Seed,150000.0,2018
Capital Float,Fintech,Bangalore,Amazon,Private Equity,22000000.0,2018
Trip Shelf,Consumer Internet,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed,246000.0,2018
Popxo,Technology,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000.0,2018
Railyatri,Consumer Internet,Delhi NCR,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,,2018
1Mg,Consumer Internet,Gurgaon,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000.0,2018
Rubique,Consumer Internet,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,,2018
Samco,Consumer Internet,Mumbai,Bay Capital Investments and Others,Private Equity,7500000.0,2018
Myloancare,Fintech,Gurgaon,SAR Group,Seed,978000.0,2018
Pharmeasy,Consumer Internet,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,,2018
Buddy4Studdy,Consumer Internet,Delhi NCR,CBA Capital and others,Private Equity,3000000.0,2018
Urban Ladder,E-Commerce,Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000.0,2018
Kuvera,Consumer Internet,Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed,250000.0,2018
Gramophone,Technology,Indore,InfoEdge,Seed,1000000.0,2018
Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000.0,2018
Medgenome,Healthcare,Bangalore,"HDFC Life, HDFC Asset Management",Private Equity,10000000.0,2018
Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,6000000.0,2018
Hotelogix,Technology,Delhi NCR,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5000000.0,2018
Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed,1100000.0,2018
Ad2Pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.0,2018
Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,7600000.0,2018
Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,38400000.0,2018
Magicpin,Consumer Internet,Gurgaon,Trifecta Capital,Debt Funding,1000000.0,2018
Healthcare,Consumer Internet,Mumbai,HR Fund,Seed,1000000.0,2018
Pinelabs,Technology,Mumbai,"Actis, Altimeter Capital",Private Equity,82000000.0,2018
Stumagz,Consumer Internet,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed,,2018
Availfinance,Consumer Internet,Bangalore,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,17200000.0,2018
Grofers,Consumer Internet,Gurgaon,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,62000000.0,2018
Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,1310000.0,2018
Karma Healthcare,Healthcare,Other City,"1Crowd, Ankur Capital",Seed,500000.0,2018
Zappfresh,Other,Gurgaon,"Amit Burman, SIDBI Venture Capital",Seed,3000000.0,2018
Customersucessbox,Technology,Gurgaon,"Pi Ventures, Axilor Ventures",Seed,1000000.0,2018
One Labs,Consumer Internet,,Micromax Informatics Ltd,Private Equity,,2018
Gigindia,Consumer Internet,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Seed,,2018
Chargebee,Technology,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,18000000.0,2018
I2I Funding,Consumer Internet,Delhi NCR,SucSEED Venture Partners,Seed,768000.0,2018
Slang Labs,Technology,Bangalore,Endiya Partners,Seed,1240000.0,2018
Urbanpiper,Technology,Bangalore,"Kumar Vembu, Axilor Ventures",Seed,,2018
Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed,1000000.0,2018
Roadcast,Technology,Delhi,,Private Equity,250000.0,2018
Smartcoin,Fintech,Bangalore,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed,2000000.0,2018
The Print,Media,Delhi,Ratan Tata,Seed,535000.0,2018
Driveu,Technology,Bangalore,Amit Singhal and Unitus Seed Fund,Private Equity,3000000.0,2018
Fynd,Consumer Internet,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Seed,,2018
Bigbasket,Consumer Internet,Bangalore,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000.0,2018
Zomato,Other,Gurgaon,Ant Financials,Private Equity,200000000.0,2018
Pratilipi,Other,Bangalore,Omidyar Network,Private Equity,4300000.0,2018
Asia Institute Of Medical Science,Healthcare,Delhi NCR,CDC Group Plc,Private Equity,21000000.0,2018
Collegedekho,Consumer Internet,Gurgaon,"Man Capital LLP, Girnar Software, Others",Private Equity,2000000.0,2018
Foodmemories,Consumer Internet,Ahmedabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed,,2018
Healthi,Healthcare,Bangalore,Montane Ventures,Private Equity,3100000.0,2018
Swiggy,Other,Bangalore,Naspers,Private Equity,100000000.0,2018
Shape,Healthcare,Pune,Sandeep Mathur,Seed,100000000.0,2018
Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,50000000.0,2018
Healthifyme,Healthcare,Bangalore,Sistema Asia Fund,Private Equity,12000000.0,2018
Medtel,Healthcare,Other City,British and Indian Governments,Private Equity,,2018
Rupeek,Consumer Internet,Bangalore,"Accel Partners, Sequoia Capital",Private Equity,6830000.0,2018
Webengage,Technology,Mumbai,Social Capital,Private Equity,,2018
Lendingkart,Fintech,Bangalore,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.0,2018
Wydr,Consumer Internet,Gurgaon,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,,2018
Cashify,E-Commerce,Gurgaon,Trifecta Capital,Debt Funding,935089.0,2018
Holachef,Other,Mumbai,Ashok Kumar Gajera,Seed,311200.0,2018
Awaaz De,Technology,Ahmedabad,Tribe Impact Capital LLP,Seed,,2018
Imax Program,Other,Bangalore,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,13500000.0,2018
Littlemore,Other,Chennai,Kalpavriksh,Private Equity,3000000.0,2018
Toppr,Other,Mumbai,Axis Capital Partners,Private Equity,100000.0,2018
Shirsa Labs,Other,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,500000.0,2018
Moneyonmobile,Technology,Mumbai,S7 Group,Private Equity,5000000.0,2018
Petsutra,Consumer Internet,Gurgaon,Michael Patrick Hickey,Seed,148434.0,2018
Infibeam,E-Commerce,Ahmedabad,Network 18,Private Equity,6230000.0,2018
Happay,Fintech,Bangalore,Sequoia and Jerry Yang,Seed,250000.0,2018
Fincash,Fintech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed,150000.0,2018
Ayefinance,Fintech,Gurgaon,"Hinduja Leyland Finance, IntelleGrow",Private Equity,3800000.0,2018
Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed,500000.0,2018
Udaan,E-Commerce,Bangalore,Lightspeed & Yuri Milner,Private Equity,50000000.0,2018
Capillary,Other,Bangalore,"Wargburg Pincus, Sequoia",Private Equity,20000000.0,2018
The Healthy Billions,Healthcare,Gurgaon,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,2100000.0,2018
Highradius,Technology,Hyderabad,"PNC, Citi Ventures",Private Equity,,2018
Avishkaar Box,Other,Delhi,Auxano Deals,Private Equity,772500.0,2018
Planys Technologies,Technology,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,1040000.0,2018
Lollypop,Technology,Bangalore,Dr Devi Shetty,Seed,,2018
Trilyo,Technology,Mumbai,"Startup Buddy,Amit Manocha and others",Seed,250000.0,2018
Gaana,Technology,Gurgaon,"Tencent Holdings Ltd, Times Internet",Private Equity,115000000.0,2018
Credy,Other,Bangalore,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed,1400000.0,2018
Predible Health,Healthcare,Bangalore,Unitus Seed Fund,Seed,,2018
Clevertap,Technology,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Seed,,2018
Earlysalary,Fintech,Pune,Eight Roads Ventures India,Other,15700000.0,2018
Wotu,E-Commerce,Bangalore,"Claris Capital, Mumbai Angels Network",Seed,,2018
Daaki,E-Commerce,Bangalore,Rohan Agila,Seed,,2018
Lendingkart,Fintech,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0,2018
Kinsane Entertainment Inc,Other,Mumbai,,Seed,2500000.0,2018
Tapzo,Technology,Bangalore,RuNet & Other,Private Equity,1930000.0,2018
Appario Retail Pvt Ltd.,E-Commerce,Delhi,Amazon-Patni JV,Private Equity,18840000.0,2018
Samunnati,Fintech,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000.0,2018
Sahajanand Medical Technologies,Technology,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.0,2018
Kuants,Technology,Gurgaon,"Pankaj Chopra, Ankush Gupta",Seed,80000.0,2018
Razorpay,Technology,Bangalore,"Tiger Global, Y Combinator",Private Equity,20000000.0,2018
Streak,Technology,Bangalore,"Indian fintech fund, Rainmatter",Seed,354600.0,2018
Pi Ventures,Fintech,Bangalore,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,25000000.0,2018
Newgen Software,Technology,Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000.0,2018
Rubix,Technology,Pune,Polaris Fund,Private Equity,1000000.0,2018
Sharechat,Technology,Bangalore,"Xiaomi Singapore, Shunwei Capital",Private Equity,18200000.0,2018
Paperflite,Technology,Chennai,The Chennai Angels,Seed,400000.0,2018
Hungerbox,Consumer Internet,Bangalore,Lionrock Capital,Private Equity,2500000.0,2018
Skillate,Technology,Bangalore,"Incubate Fund India, Anuj Agrawal",Private Equity,,2018
Optacredit,Fintech,Chennai,DMI Finance,Private Equity,4000000.0,2018
Aeon Learning,Technology,Bangalore,Dr. Ranjan Pai,Private Equity,3200000.0,2018
Milkbasket,E-Commerce,Gurgaon,Unilever Ventures,Private Equity,3000000.0,2018
Neogrowth Credit,Fintech,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,47000000.0,2018
Rao Iit Academy,EdTech,Mumbai,Avendus Finance,Debt Funding,8600000.0,2018
Aye Finance,Fintech,Gurgaon,IFMR Capital,Debt Funding,6240000.0,2018
Glassic,E-Commerce,Bangalore,"Chennai Angels, Lead Angels, LetsVenture",Seed,,2018
Greyatom,Technology,Mumbai,Pravega Ventures,Private Equity,1000000.0,2018
Axio,Healthcare,Bangalore,RNT Capital,Private Equity,7400000.0,2018
Ekincare,Healthcare,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,1500000.0,2018
The Wedding Brigade,Other,Mumbai,Blume Ventures,Private Equity,1000000.0,2018
Peesafe,Healthcare,Gurgaon,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,1000000.0,2018
Browserstack,Technology,Mumbai,Accel Partners,Private Equity,50000000.0,2018
Scapic,Technology,Bangalore,"Axilor Ventures, Newfort Capital",Seed,500000.0,2018
Moneyonmobile,Technology,Mumbai,Undisclosed Investors,Private Equity,7600000.0,2018
Curefit,Healthcare,Bangalore,"HDFC Bank, Axis Bank",Debt Funding,10000000.0,2018
Inurture,Technology,Bangalore,Ventureast,Private Equity,4400000.0,2018
Strata Enviro,Technology,Mumbai,Scale Minds,Private Equity,,2017
Dunzo,Technology,Bangalore,Google,Private Equity,12300000.0,2017
Tata Housing,Real Estate,Mumbai,Hines,Private Equity,23000000.0,2017
Handytrain,Technology,Other City,NB Ventures,Private Equity,1000000.0,2017
Mobycy,Technology,Gurgaon,Undisclosed Investors,Seed,500000.0,2017
Greenlight Planet,Technology,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000.0,2017
Fintobox,Technology,Chennai,Lightbox,Private Equity,7000000.0,2017
Mswipe,Technology,Mumbai,Eduardo Saverin,Private Equity,10000000.0,2017
The Label Life,E-Commerce,Mumbai,Kalpvriksh,Private Equity,3100000.0,2017
Cygnus Hospitals,Healthcare,Gurgaon,Somerset Indus Capital Ventures,Seed,750000.0,2017
Eshakti,E-Commerce,Chennai,IDG Ventures,Debt Funding,2300000.0,2017
Inshorts,Technology,Delhi NCR,Tiger Global,Private Equity,5000000.0,2017
Vahdam Tea,E-Commerce,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,1500000.0,2017
Logic Roots,Technology,Mumbai,Village Capital,Seed,50000.0,2017
Project Mudra,Technology,Bangalore,Village Capital,Seed,50000.0,2017
Furlenco,Technology,Bangalore,Aamir Khan,Debt Funding,1200000.0,2017
I Can Stay,Technology,Delhi,HT Media,Private Equity,1800000.0,2017
Fracktal Works,Technology,Bangalore,Hyderabad Angels,Seed,,2017
Simility,Technology,Hyderabad,Accel Partners,Private Equity,17500000.0,2017
Shopholix,E-Commerce,Gurgaon,Munesh Khanna,Seed,233000.0,2017
Mindtickle,Technology,Pune,Canaan Partners,Private Equity,27000000.0,2017
Nazara Technologies,Technology,Mumbai,Rakesh Jhunjhunwala,Private Equity,27000000.0,2017
Docsapp,Technology,Bangalore,Bessemer Venture Partners,Private Equity,7200000.0,2017
Capita World,Technology,Mumbai,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,,2017
Tea Box,E-Commerce,Bangalore,RB Investments,Private Equity,7000000.0,2017
Transversal Technologies,Technology,Bangalore,Matrix Partners,Private Equity,6000000.0,2017
Curofy,Technology,Gurgaon,RoundGlass Partners LLC,Seed,250000.0,2017
Homelane,E-Commerce,Bangalore,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,10000000.0,2017
Wedosky,Technology,Delhi,Mumbai Angels Network,Private Equity,,2017
Purplle,E-Commerce,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed,537000.0,2017
Cash Suvidha,E-Commerce,Delhi,,Debt Funding,2700000.0,2017
Sky Met Weather,Technology,Delhi NCR,InsuResillience Investment Fund,Private Equity,,2017
Springboard,Technology,Bangalore,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,9500000.0,2017
Peel Works,Technology,Mumbai,Unilever Ventures,Private Equity,,2017
9Stacks,Technology,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,1500000.0,2017
Your Quote,Technology,Bangalore,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,1000000.0,2017
Spandana Sphoorty,Fintech,Hyderabad,"""Kedaraa Capital, Ontario Teachers\\'""",Private Equity,19500000.0,2017
Indus Os,Technology,Mumbai,Omidyar Network,Private Equity,4000000.0,2017
Easyecom,E-Commerce,Bangalore,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed,150000.0,2017
Igp.Com,E-Commerce,Other City,Venture Catalysts,Private Equity,,2017
Specsmakers,E-Commerce,Chennai,Eight Roads Ventures India,Private Equity,10000000.0,2017
Garage On Road,E-Commerce,Delhi NCR,Gaurav Gupta,Private Equity,,2017
Foyr.Com,Technology,Hyderabad,Jones Lang LaSalle,Private Equity,3800000.0,2017
Prest Loans,Fintech,Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed,570000.0,2017
Aadharapi.Com,Technology,Pune,CIO Angel Network,Seed,,2017
Freshboxx,E-Commerce,Bangalore,Jayant Humbarwadi,Seed,,2017
Vagupu,Technology,Bangalore,Undisclosed Investors,Seed,1000000.0,2017
Halaplay,Consumer Internet,Mumbai,"Kae Capital Management, Nazara Technologies",Seed,,2017
Kalpnik Technologies,Technology,Bangalore,Venture Catalysts,Seed,500000.0,2017
Hevo Data,Technology,Bangalore,IDG Ventures India,Private Equity,1000000.0,2017
Smart Karma,Technology,Bangalore,IDG Ventures India,Private Equity,,2017
Leverage Edu,E-Commerce,Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed,,2017
Crayon Data,Technology,Delhi,Infosys co-founder Kris Gopalakrishnan,Seed,,2017
Doctalk,Technology,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,5000000.0,2017
Coveiot,Technology,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,5000000.0,2017
Talentedge,Technology,Bangalore,Lumis Partners,Private Equity,7600000.0,2017
Fisdom,Fintech,Bangalore,Quona Capital Management,Private Equity,3000000.0,2017
Farmlink,E-Commerce,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,3000000.0,2017
Openapp,Technology,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,3600000.0,2017
Nopaperforms,Technology,Delhi,Info Edge,Seed,872000.0,2017
Tilite Technologies Pvt. Ltd,Technology,Bangalore,Matrix Partners,Seed,,2017
Mobiliz Ar,Technology,Bangalore,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,2017
Qubole,Technology,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,25000000.0,2017
Happily Unmarried,E-Commerce,Other City,Wipro Consumer Care,Private Equity,,2017
Universal Sportsbiz Pvt. Ltd,E-Commerce,Mumbai,Accel Partners,Private Equity,15000000.0,2017
Hungry Foal,E-Commerce,Gurgaon,GAIL India Ltd,Seed,,2017
Active Ai,Technology,Bangalore,Vertex Ventures,Private Equity,8250000.0,2017
Sumeru,Technology,Bangalore,Undisclosed Investors,Seed,900000.0,2017
